sentence A = There is no dog standing on one leg and is waiting for a soccer ball.
sentence B = A black and white dog is jumping for a ball.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Canine+,SocialRole+,Limb=,Entity+,PsychologicalProcess+,Soccer=,Ball=
CONCEPTS B: Black=,White=,Canine+,Entity+,Ambulating=,Ball=

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	5	det	_	DT|?|?
4	dog	dog	NOUN	NN	_	5	nn	_	NN|02084071-n|Canine+
5	standing	standing	NOUN	NN	_	2	nsubj	_	NN|13948136-n|SocialRole+
6	on	on	ADP	IN	_	5	prep	_	IN|?|?
7	one	1	NUM	CD	_	8	num	_	Z|?|?
8	leg	leg	NOUN	NN	_	6	pobj	_	NN|05560787-n|Limb=
9	and	and	CONJ	CC	_	2	cc	_	CC|?|?
10	is	be	VERB	VBZ	_	11	aux	_	VBZ|02604760-v|Entity+
11	waiting	wait	VERB	VBG	_	2	conj	_	VBG|02637938-v|PsychologicalProcess+
12	for	for	ADP	IN	_	11	prep	_	IN|?|?
13	a	a	DET	DT	_	15	det	_	DT|?|?
14	soccer	soccer	NOUN	NN	_	15	nn	_	NN|00478262-n|Soccer=
15	ball	ball	NOUN	NN	_	12	pobj	_	NN|02778669-n|Ball=
16	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	5	det	_	DT|?|?
2	black	black	ADJ	JJ	_	5	amod	_	JJ|00392812-a|Black=
3	and	and	CONJ	CC	_	2	cc	_	CC|?|?
4	white	white	ADJ	JJ	_	2	conj	_	JJ|00393105-a|White=
5	dog	dog	NOUN	NN	_	7	nsubj	_	NN|02084071-n|Canine+
6	is	be	VERB	VBZ	_	7	aux	_	VBZ|02604760-v|Entity+
7	jumping	jump	VERB	VBG	_	0	ROOT	_	VBG|01963942-v|Ambulating=
8	for	for	ADP	IN	_	7	prep	_	IN|?|?
9	a	a	DET	DT	_	10	det	_	DT|?|?
10	ball	ball	NOUN	NN	_	8	pobj	_	NN|02778669-n|Ball=
11	.	.	.	.	_	7	punct	_	Fp|?|?
