sentence A = There is no young child wearing a white coat and playing a game.
sentence B = A young child is wearing a white coat and playing a game.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,HumanYouth=,HumanChild=,RecreationOrExercise+,White=,Coat=,DramaticActing+,Game=
CONCEPTS B: HumanYouth=,HumanChild=,Entity+,RecreationOrExercise+,White=,Coat=,DramaticActing+,Game=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	5	neg	_	?|?
4	young	young	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	5	amod	_	01646941-a|HumanYouth=
5	child	child	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	09917593-n|HumanChild=
6	wearing	wear	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	acl	_	00075021-v|RecreationOrExercise+
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	?|?
8	white	white	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	9	amod	_	00393105-a|White=
9	coat	coat	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	dobj	_	03057021-n|Coat=
10	and	and	CONJ	CC	fPOS=CONJ++CC	6	cc	_	?|?
11	playing	play	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	6	conj	_	01719302-v|DramaticActing+
12	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	13	det	_	?|?
13	game	game	NOUN	NN	Number=Sing|fPOS=NOUN++NN	11	dobj	_	00455599-n|Game=
14	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	?|?
2	young	young	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	3	amod	_	01646941-a|HumanYouth=
3	child	child	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	09917593-n|HumanChild=
4	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	aux	_	02604760-v|Entity+
5	wearing	wear	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	00075021-v|RecreationOrExercise+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	?|?
7	white	white	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	8	amod	_	00393105-a|White=
8	coat	coat	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	03057021-n|Coat=
9	and	and	CONJ	CC	fPOS=CONJ++CC	5	cc	_	?|?
10	playing	play	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	conj	_	01719302-v|DramaticActing+
11	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	12	det	_	?|?
12	game	game	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	dobj	_	00455599-n|Game=
13	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	?|?
