sentence A = There is no child lying in the snow and making snow angels.
sentence B = Two people in snowsuits are lying in the snow and making snow angels.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: ?,Entity+,?,HumanChild=,PhysicalAttribute+,?,?,Snowing=,?,Process+,Snowing=,Angel=,?
CONCEPTS B: ?,GroupOfPeople=,?,?,Entity+,PhysicalAttribute+,?,?,Snowing=,?,Attribute+,Snowing=,Angel=,?

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	child	child	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	09917593-n|HumanChild=
5	lying	lie	NOUN	NN	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	02690708-v|PhysicalAttribute+
6	in	in	ADP	IN	fPOS=ADP++IN	8	case	_	?|?
7	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	8	det	_	?|?
8	snow	snow	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	15043763-n|Snowing=
9	and	and	CONJ	CC	fPOS=CONJ++CC	5	cc	_	?|?
10	making	make	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	conj	_	00120316-v|Process+
11	snow	snow	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	12	amod	_	15043763-n|Snowing=
12	angels	angel	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	10	dobj	_	09538915-n|Angel=
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	Two	2	NUM	CD	NumType=Card|fPOS=NUM++CD	2	nummod	_	?|?
2	people	people	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	6	nsubj	_	07942152-n|GroupOfPeople=
3	in	in	ADP	IN	fPOS=ADP++IN	4	case	_	?|?
4	snowsuits	snowsuits	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	2	nmod	_	?|?
5	are	be	AUX	VBP	Mood=Ind|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBP	6	aux	_	02604760-v|Entity+
6	lying	lie	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	02690708-v|PhysicalAttribute+
7	in	in	ADP	IN	fPOS=ADP++IN	9	case	_	?|?
8	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	9	det	_	?|?
9	snow	snow	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	15043763-n|Snowing=
10	and	and	CONJ	CC	fPOS=CONJ++CC	6	cc	_	?|?
11	making	make	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	6	conj	_	02621395-v|Attribute+
12	snow	snow	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	13	amod	_	15043763-n|Snowing=
13	angels	angel	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	11	dobj	_	09538915-n|Angel=
14	.	.	PUNCT	.	fPOS=PUNCT++.	6	punct	_	?|?


