sentence A = Two men are riding an orange raft on the shore.
sentence B = The rescue boat, which is orange, is rushing across the water.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Hominid=,Entity+,Carrying=,OrangeColor+,SubjectiveAssessmentAttribute+,ShoreArea=
CONCEPTS B: Removing+,WaterVehicle=,Entity+,OrangeColor+,Entity+,Translocation+,Water=

CONLL A:

1	Two	2	NUM	CD	NumType=Card|fPOS=NUM++CD	2	nummod	_	?|?
2	men	man	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	nsubj	_	02472293-n|Hominid=
3	are	be	AUX	VBP	Mood=Ind|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBP	4	aux	_	02604760-v|Entity+
4	riding	ride	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01955984-v|Carrying=
5	an	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	?|?
6	orange	orange	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	7	compound	_	04965179-n|OrangeColor+
7	raft	raft	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	13774404-n|SubjectiveAssessmentAttribute+
8	on	on	ADP	IN	fPOS=ADP++IN	10	case	_	?|?
9	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	10	det	_	?|?
10	shore	shore	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	09433442-n|ShoreArea=
11	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?


CONLL B:

1	The	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	3	det	_	?|?
2	rescue	rescue	NOUN	NN	Number=Sing|fPOS=NOUN++NN	3	compound	_	00093483-n|Removing+
3	boat	boat	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	nsubj	_	02858304-n|WaterVehicle=
4	,	,	PUNCT	,	fPOS=PUNCT++,	3	punct	_	?|?
5	which	which	PRON	WDT	PronType=Rel|fPOS=PRON++WDT	7	nsubj	_	?|?
6	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	7	cop	_	02604760-v|Entity+
7	orange	orange	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	3	acl:relcl	_	04965179-n|OrangeColor+
8	,	,	PUNCT	,	fPOS=PUNCT++,	10	punct	_	?|?
9	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	10	aux	_	02604760-v|Entity+
10	rushing	rush	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	0	ROOT	_	00459498-v|Translocation+
11	across	across	ADP	IN	fPOS=ADP++IN	13	case	_	?|?
12	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	13	det	_	?|?
13	water	water	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	nmod	_	14845743-n|Water=
14	.	.	PUNCT	.	fPOS=PUNCT++.	10	punct	_	?|?
