sentence A = There is no snowboarder grinding down a long concrete rail.
sentence B = A person is doing a trick on a snowboard.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,SportsPosition@,Impacting+,earlier+,SubjectiveAssessmentAttribute+,Physical+,RailroadTrack+
CONCEPTS B: Human=,Entity+,IntentionalProcess+,RecreationOrExercise+,BoardOrBlock+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	snowboarder	snowboarder	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10617665-n|SportsPosition@
5	grinding	grind	NOUN	NN	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|00331082-v|Impacting+
6	down	down	VERB	VBZ	fPOS=ADP++IN	10	case	_	RP|00095320-r|earlier+
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
8	long	long	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	10	amod	_	JJ|01433493-a|SubjectiveAssessmentAttribute+
9	concrete	concrete	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	compound	_	JJ|00013160-a|Physical+
10	rail	rail	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|04463679-n|RailroadTrack+
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	person	person	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|00007846-n|Human=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	doing	do	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01712704-v|IntentionalProcess+
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	6	det	_	DT|?|?
6	trick	trick	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|00427580-n|RecreationOrExercise+
7	on	on	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
9	snowboard	snowboard	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|04251791-n|BoardOrBlock+
10	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
