sentence A = There is no little boy wearing a green soccer strip and running on the grass.
sentence B = A little boy is wearing a green soccer strip and is running on the grass.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,SubjectiveStrongNegativeAttribute+,Human+,RecreationOrExercise+,Green=,Soccer=,SelfConnectedObject+,Attribute+,Grass=
CONCEPTS B: SubjectiveStrongNegativeAttribute+,Human+,Entity+,RecreationOrExercise+,Green=,Soccer=,SelfConnectedObject+,Entity+,Attribute+,Grass=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	5	neg	_	DT|?|?
4	little	little	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	5	amod	_	JJ|01391351-a|SubjectiveStrongNegativeAttribute+
5	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10285313-n|Human+
6	wearing	wear	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	acl	_	VBG|00075021-v|RecreationOrExercise+
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
8	green	green	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	10	amod	_	JJ|00375969-a|Green=
9	soccer	soccer	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	compound	_	NN|00478262-n|Soccer=
10	strip	strip	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	dobj	_	NN|09449510-n|SelfConnectedObject+
11	and	and	CONJ	CC	fPOS=CONJ++CC	6	cc	_	CC|?|?
12	running	run	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	6	conj	_	VBG|01525666-v|Attribute+
13	on	on	ADP	IN	fPOS=ADP++IN	15	case	_	IN|?|?
14	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	15	det	_	DT|?|?
15	grass	grass	NOUN	NN	Number=Sing|fPOS=NOUN++NN	12	nmod	_	NN|12102133-n|Grass=
16	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	DT|?|?
2	little	little	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	3	amod	_	JJ|01391351-a|SubjectiveStrongNegativeAttribute+
3	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	NN|10285313-n|Human+
4	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	aux	_	VBZ|02604760-v|Entity+
5	wearing	wear	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|00075021-v|RecreationOrExercise+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
7	green	green	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	9	amod	_	JJ|00375969-a|Green=
8	soccer	soccer	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	compound	_	NN|00478262-n|Soccer=
9	strip	strip	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|09449510-n|SelfConnectedObject+
10	and	and	CONJ	CC	fPOS=CONJ++CC	5	cc	_	CC|?|?
11	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	12	aux	_	VBZ|02604760-v|Entity+
12	running	run	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	5	conj	_	VBG|01525666-v|Attribute+
13	on	on	ADP	IN	fPOS=ADP++IN	15	case	_	IN|?|?
14	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	15	det	_	DT|?|?
15	grass	grass	NOUN	NN	Number=Sing|fPOS=NOUN++NN	12	nmod	_	NN|12102133-n|Grass=
16	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	Fp|?|?
