sentence A = There is no girl communicating with sign language.
sentence B = A girl is communicating with sign language.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Human+,ReligiousProcess+,Character+,Language=
CONCEPTS B: Human+,Entity+,ReligiousProcess+,Character+,Language=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	girl	girl	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10129825-n|Human+
5	communicating	communicate	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01030678-v|ReligiousProcess+
6	with	with	ADP	IN	fPOS=ADP++IN	8	case	_	IN|?|?
7	sign	sign	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	compound	_	NN|06811625-n|Character+
8	language	language	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|06282651-n|Language=
9	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	girl	girl	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|10129825-n|Human+
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	communicating	communicate	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01030678-v|ReligiousProcess+
5	with	with	ADP	IN	fPOS=ADP++IN	7	case	_	IN|?|?
6	sign	sign	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	compound	_	NN|06811625-n|Character+
7	language	language	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|06282651-n|Language=
8	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
