sentence A = There is no cyclist on a yellow bike airborne.
sentence B = A person on a yellow dirt bike is taking a jump.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Human+,SubjectiveAssessmentAttribute+,Bicycle=,AirTransportation+
CONCEPTS B: Human=,SubjectiveAssessmentAttribute+,Text+,Bicycle=,Entity+,PhysicalAttribute+,Transportation+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	cyclist	cyclist	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	09986189-n|Human+
5	on	on	ADP	IN	fPOS=ADP++IN	9	case	_	?|?
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	?|?
7	yellow	yellow	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	9	amod	_	02101942-a|SubjectiveAssessmentAttribute+
8	bike	bike	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	compound	_	02834778-n|Bicycle=
9	airborne	airborne	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	01522895-a|AirTransportation+
10	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	person	person	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	nsubj	_	00007846-n|Human=
3	on	on	ADP	IN	fPOS=ADP++IN	7	case	_	?|?
4	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	?|?
5	yellow	yellow	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	7	amod	_	02101942-a|SubjectiveAssessmentAttribute+
6	dirt	dirt	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	compound	_	07223811-n|Text+
7	bike	bike	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nmod	_	02834778-n|Bicycle=
8	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	9	aux	_	02604760-v|Entity+
9	taking	take	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	02267989-v|PhysicalAttribute+
10	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	11	det	_	?|?
11	jump	jump	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	dobj	_	00303849-n|Transportation+
12	.	.	PUNCT	.	fPOS=PUNCT++.	9	punct	_	?|?
