sentence A = There is no man putting some cheese on a pizza.
sentence B = A man is putting some cheese on a pizza.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Hominid=,Putting=,Cheese=,PreparedFood+
CONCEPTS B: Hominid=,Entity+,Putting=,Cheese=,PreparedFood+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|02472293-n|Hominid=
5	putting	put	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01494310-v|Putting=
6	some	some	DET	DT	fPOS=DET++DT	7	det	_	DT|?|?
7	cheese	cheese	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|07850329-n|Cheese=
8	on	on	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
10	pizza	pizza	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|07873807-n|PreparedFood+
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	putting	put	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01494310-v|Putting=
5	some	some	DET	DT	fPOS=DET++DT	6	det	_	DT|?|?
6	cheese	cheese	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|07850329-n|Cheese=
7	on	on	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
9	pizza	pizza	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|07873807-n|PreparedFood+
10	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
