sentence A = There is no person riding a motorbike in the event related to motocross.
sentence B = The person is riding a motorbike on a sandy track.
entailm AB = A_neutral_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Human=,Carrying=,TransportationDevice+,Process=,Communication+
CONCEPTS B: Human=,Entity+,Carrying=,TransportationDevice+,part+,StationaryArtifact+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	person	person	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|00007846-n|Human=
5	riding	ride	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01955984-v|Carrying=
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
7	motorbike	motorbike	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|03769722-n|TransportationDevice+
8	in	in	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
9	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
10	event	event	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nmod	_	NN|00029378-n|Process=
11	related	relate	VERB	VBN	Mood=Ind|Tense=Past|VerbForm=Fin|fPOS=VERB++VBD	2	advmod	_	VBN|02676054-v|Communication+
12	to	to	ADP	IN	fPOS=ADP++IN	13	case	_	TO|?|?
13	motocross	motocross	NOUN	NN	Number=Sing|fPOS=NOUN++NN	11	nmod	_	VB|?|?
14	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	The	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	person	person	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|00007846-n|Human=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	riding	ride	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01955984-v|Carrying=
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	6	det	_	DT|?|?
6	motorbike	motorbike	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|03769722-n|TransportationDevice+
7	on	on	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
9	sandy	sandy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	compound	_	JJ|00142040-a|part+
10	track	track	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	NN|04037625-n|StationaryArtifact+
11	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
