sentence A = There is no snowboarder doing a flip over a mound of snow.
sentence B = Somebody is jumping in the air on a board.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,SportsPosition@,IntentionalProcess+,SubjectiveStrongNegativeAttribute+,Hill+,Snowing=
CONCEPTS B: Entity+,Ambulating=,AirTransportation+,Table+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	snowboarder	snowboarder	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10617665-n|SportsPosition@
5	doing	do	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01712704-v|IntentionalProcess+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
7	flip	flip	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	JJ|01996051-a|SubjectiveStrongNegativeAttribute+
8	over	over	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
10	mound	mound	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	nmod	_	NN|03792048-n|Hill+
11	of	of	ADP	IN	fPOS=ADP++IN	12	case	_	IN|?|?
12	snow	snow	ADV	RB	Number=Sing|fPOS=NOUN++NN	10	nmod	_	NN|15043763-n|Snowing=
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	Somebody	somebody	NOUN	NN	Number=Sing|fPOS=PROPN++NNP	3	nsubj	_	PRP|?|?
2	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	3	aux	_	VBZ|02604760-v|Entity+
3	jumping	jump	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01963942-v|Ambulating=
4	in	in	ADP	IN	fPOS=ADP++IN	6	case	_	IN|?|?
5	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	6	det	_	DT|?|?
6	air	air	NOUN	NN	Number=Sing|fPOS=NOUN++NN	3	nmod	_	NN|00300441-n|AirTransportation+
7	on	on	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
9	board	board	NOUN	NN	Number=Sing|fPOS=NOUN++NN	3	nmod	_	NN|03201208-n|Table+
10	.	.	PUNCT	.	fPOS=PUNCT++.	3	punct	_	Fp|?|?
