sentence A = There is no rabbit playing with a toy rabbit.
sentence B = A rabbit is playing with a toy rabbit.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Rabbit=,DramaticActing+,RecreationOrExerciseDevice+,Rabbit=
CONCEPTS B: Rabbit=,Entity+,DramaticActing+,RecreationOrExerciseDevice+,Rabbit=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	rabbit	rabbit	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|02324045-n|Rabbit=
5	playing	play	NOUN	NN	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01719302-v|DramaticActing+
6	with	with	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
8	toy	toy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	compound	_	NN|03964744-n|RecreationOrExerciseDevice+
9	rabbit	rabbit	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|02324045-n|Rabbit=
10	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	rabbit	rabbit	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|02324045-n|Rabbit=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	playing	play	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01719302-v|DramaticActing+
5	with	with	ADP	IN	fPOS=ADP++IN	8	case	_	IN|?|?
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	DT|?|?
7	toy	toy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	compound	_	NN|03964744-n|RecreationOrExerciseDevice+
8	rabbit	rabbit	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|02324045-n|Rabbit=
9	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
