sentence A = There is no seabird flying over some rocks.
sentence B = A seabird is flying over some rocks.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Bird+,FlyingAircraft=,Mineral+
CONCEPTS B: Bird+,Entity+,FlyingAircraft=,SubjectiveAssessmentAttribute+,Mineral+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	seabird	seabird	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	02021795-n|Bird+
5	flying	fly	NOUN	NN	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	01941093-v|FlyingAircraft=
6	over	over	ADP	IN	fPOS=ADP++IN	8	case	_	?|?
7	some	some	DET	DT	fPOS=DET++DT	8	det	_	?|?
8	rocks	rock	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	5	nmod	_	14696793-n|Mineral+
9	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	seabird	seabird	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	02021795-n|Bird+
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	flying	fly	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01941093-v|FlyingAircraft=
5	over	over	ADP	IN	fPOS=ADP++IN	7	case	_	00226550-r|SubjectiveAssessmentAttribute+
6	some	some	DET	DT	fPOS=DET++DT	7	det	_	?|?
7	rocks	rock	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	nmod	_	14696793-n|Mineral+
8	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
