sentence A = There is no lady mixing a meat mixture in a bowl.
sentence B = A lady is mixing a meat mixture in a bowl.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: ?,Entity+,?,Human+,IntentionalProcess+,?,SubjectiveAssessmentAttribute+,Combining+,?,?,Dish+,?
CONCEPTS B: ?,Human+,Entity+,IntentionalProcess+,?,SubjectiveAssessmentAttribute+,Combining+,?,?,Dish+,?

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	lady	lady	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	09989290-n|Human+
5	mixing	mix	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	00394813-v|IntentionalProcess+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	?|?
7	meat	meat	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	compound	_	05921123-n|SubjectiveAssessmentAttribute+
8	mixture	mixture	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	07374756-n|Combining+
9	in	in	ADP	IN	fPOS=ADP++IN	11	case	_	?|?
10	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	11	det	_	?|?
11	bowl	bowl	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	02880940-n|Dish+
12	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?
CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	lady	lady	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	09989290-n|Human+
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	mixing	mix	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	00394813-v|IntentionalProcess+
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	?|?
6	meat	meat	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	compound	_	05921123-n|SubjectiveAssessmentAttribute+
7	mixture	mixture	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	07374756-n|Combining+
8	in	in	ADP	IN	fPOS=ADP++IN	10	case	_	?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	?|?
10	bowl	bowl	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	02880940-n|Dish+
11	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
