sentence A = There is no boy wearing red shorts jumping into a paddling pool.
sentence B = A young boy wearing a red swimsuit is jumping into a blue kiddies pool.
entailm AB = A_contradicts_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Human+,RecreationOrExercise+,Red=,NormativeAttribute+,Ambulating=,Motion+,StaticWaterArea+
CONCEPTS B: HumanYouth=,Human+,CoveringFn=,Red=,Clothing+,Entity+,Ambulating=,SubjectiveStrongNegativeAttribute+,StaticWaterArea+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10285313-n|Human+
5	wearing	wear	VERB	VBG	Number=Sing|fPOS=NOUN++NN	4	acl	_	VBG|00075021-v|RecreationOrExercise+
6	red	red	VERB	VBN	Tense=Past|VerbForm=Part|fPOS=VERB++VBN	7	amod	_	JJ|00381097-a|Red=
7	shorts	short	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	5	dobj	_	NNS|04204755-n|NormativeAttribute+
8	jumping	jump	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	7	acl	_	VBG|01963942-v|Ambulating=
9	into	into	ADP	IN	fPOS=ADP++IN	12	case	_	IN|?|?
10	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	12	det	_	DT|?|?
11	paddling	paddle	NOUN	NN	Number=Sing|fPOS=NOUN++NN	12	compound	_	VBG|01419373-v|Motion+
12	pool	pool	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	nmod	_	NN|09397607-n|StaticWaterArea+
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	DT|?|?
2	young	young	NOUN	NN	Number=Sing|fPOS=NOUN++NN	3	amod	_	JJ|01646941-a|HumanYouth=
3	boy	boy	NOUN	NN	fPOS=SCONJ++IN	9	nsubj	_	NN|10285313-n|Human+
4	wearing	wear	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	3	acl	_	VBG|00047745-v|CoveringFn=
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
6	red	red	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	7	amod	_	JJ|00381097-a|Red=
7	swimsuit	swimsuit	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|04371563-n|Clothing+
8	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	9	aux	_	VBZ|02604760-v|Entity+
9	jumping	jump	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01963942-v|Ambulating=
10	into	into	ADP	IN	fPOS=ADP++IN	14	case	_	IN|?|?
11	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	14	det	_	DT|?|?
12	blue	blue	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	13	amod	_	JJ|00425002-a|SubjectiveStrongNegativeAttribute+
13	kiddies	kiddies	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	14	compound	_	NNS|?|?
14	pool	pool	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	9	nmod	_	NN|09397607-n|StaticWaterArea+
15	.	.	PUNCT	.	fPOS=PUNCT++.	9	punct	_	Fp|?|?
