sentence A = There is no man playing an electronic keyboard.
sentence B = A man is playing an electronic keyboard.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: ?,Entity+,?,Hominid=,DramaticActing+,?,ElectricDevice+,ComputerInputDevice+,?
CONCEPTS B: ?,Hominid=,Entity+,DramaticActing+,?,ElectricDevice+,ComputerInputDevice+,?

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	02472293-n|Hominid=
5	playing	play	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	01719302-v|DramaticActing+
6	an	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	?|?
7	electronic	electronic	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	8	amod	_	02718497-a|ElectricDevice+
8	keyboard	keyboard	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	03614007-n|ComputerInputDevice+
9	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?
CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	playing	play	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01719302-v|DramaticActing+
5	an	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	?|?
6	electronic	electronic	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	7	amod	_	02718497-a|ElectricDevice+
7	keyboard	keyboard	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	03614007-n|ComputerInputDevice+
8	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
