sentence A = There is no man holding a sign and seeking money.
sentence B = A bearded man is standing by a shopping cart and is holding a cardboard sign.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Hominid=,PhysicalAttribute+,Character+,IntentionalProcess+,Currency=
CONCEPTS B: PositionalAttribute+,Man=,Entity+,PhysicalAttribute+,Pursuing+,Wagon+,Entity+,Process+,Artifact+,Character+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|02472293-n|Hominid=
5	holding	hold	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|02701210-v|PhysicalAttribute+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
7	sign	sign	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	compound	_	NN|06811625-n|Character+
8	and	and	CONJ	CC	fPOS=CONJ++CC	7	cc	_	CC|?|?
9	seeking	seek	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	7	conj	_	VBG|02530167-v|IntentionalProcess+
10	money	money	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|13384557-n|Currency=
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	DT|?|?
2	bearded	beard	ADJ	JJ	Tense=Past|VerbForm=Part|fPOS=VERB++VBN	3	amod	_	VBN|02687730-v|PositionalAttribute+
3	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	NN|10287213-n|Man=
4	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	aux	_	VBZ|02604760-v|Entity+
5	standing	stand	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01546111-v|PhysicalAttribute+
6	by	by	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
8	shopping	shopping	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	compound	_	NN|00081836-n|Pursuing+
9	cart	cart	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|02970849-n|Wagon+
10	and	and	CONJ	CC	fPOS=CONJ++CC	5	cc	_	CC|?|?
11	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	12	aux	_	VBZ|02604760-v|Entity+
12	holding	hold	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	conj	_	VBG|02700867-v|Process+
13	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	15	det	_	DT|?|?
14	cardboard	cardboard	NOUN	NN	Number=Sing|fPOS=NOUN++NN	15	compound	_	NN|14799601-n|Artifact+
15	sign	sign	NOUN	NN	Number=Sing|fPOS=NOUN++NN	12	dobj	_	NN|06811625-n|Character+
16	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	Fp|?|?
