sentence A = There is no woman cleaning a shrimp.
sentence B = Someone is cleaning an animal.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Woman=,Cleaning=,PrawnMeat=
CONCEPTS B: Entity+,Cleaning=,Animal=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10787470-n|Woman=
5	cleaning	clean	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01532589-v|Cleaning=
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
7	shrimp	shrimp	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|07794159-n|PrawnMeat=
8	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	Someone	someone	NOUN	NN	Number=Sing|fPOS=NOUN++NN	3	nsubj	_	PRP|?|?
2	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	3	aux	_	VBZ|02604760-v|Entity+
3	cleaning	clean	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01532589-v|Cleaning=
4	an	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	5	det	_	DT|?|?
5	animal	animal	NOUN	NN	Number=Sing|fPOS=NOUN++NN	3	dobj	_	NN|00015388-n|Animal=
6	.	.	PUNCT	.	fPOS=PUNCT++.	3	punct	_	Fp|?|?
