sentence A = There is no tan skinned child looking at the camera.
sentence B = A tan skinned child is looking at the camera.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,ColorAttribute+,Separating+,HumanChild=,SubjectiveAssessmentAttribute+,Camera=
CONCEPTS B: ColorAttribute+,Separating+,HumanChild=,Entity+,SubjectiveAssessmentAttribute+,Camera=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	6	neg	_	?|?
4	tan	tan	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	6	amod	_	00384533-a|ColorAttribute+
5	skinned	skin	VERB	VBN	Degree=Pos|fPOS=ADJ++JJ	6	amod	_	01262936-v|Separating+
6	child	child	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	09917593-n|HumanChild=
7	looking	look	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	6	acl	_	02133435-v|SubjectiveAssessmentAttribute+
8	at	at	ADP	IN	fPOS=ADP++IN	10	case	_	?|?
9	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	10	det	_	?|?
10	camera	camera	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	nmod	_	02942699-n|Camera=
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	4	det	_	?|?
2	tan	tan	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	4	amod	_	00384533-a|ColorAttribute+
3	skinned	skin	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	4	amod	_	01262936-v|Separating+
4	child	child	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nsubj	_	09917593-n|HumanChild=
5	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	6	aux	_	02604760-v|Entity+
6	looking	look	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	02133435-v|SubjectiveAssessmentAttribute+
7	at	at	ADP	IN	fPOS=ADP++IN	9	case	_	?|?
8	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	9	det	_	?|?
9	camera	camera	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	02942699-n|Camera=
10	.	.	PUNCT	.	fPOS=PUNCT++.	6	punct	_	?|?
