sentence A = There is no one climbing on the grotto with a pink interior.
sentence B = Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,PositiveInteger@,Increasing+,Cave+,Pink+,Inside=
CONCEPTS B: Region+,East+,HumanChild=,Human+,Human+,Entity+,Increasing+,Cave+,Pink+,Inside=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	one	one	NOUN	NN	NumType=Card|fPOS=NUM++CD	2	nsubj	_	NN|13742573-n|PositiveInteger@
5	climbing	climb	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|00433232-v|Increasing+
6	on	on	ADP	IN	fPOS=ADP++IN	8	case	_	IN|?|?
7	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	8	det	_	DT|?|?
8	grotto	grotto	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|09294877-n|Cave+
9	with	with	ADP	IN	fPOS=ADP++IN	12	case	_	IN|?|?
10	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	12	det	_	DT|?|?
11	pink	pink	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	12	compound	_	JJ|00379595-a|Pink+
12	interior	interior	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|08588294-n|Inside=
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	Four	4	PRON	PRP$	fPOS=ADV++RBS	2	advmod	_	Z|?|?
2	middle	middle	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	4	amod	_	NN|08523483-n|Region+
3	eastern	eastern	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	4	amod	_	JJ|00823665-a|East+
4	children	child	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	13	nsubj	_	NNS|09917593-n|HumanChild=
5	,	,	PUNCT	,	fPOS=PUNCT++,	4	punct	_	Fc|?|?
6	three	3	ADP	IN	NumType=Card|fPOS=NUM++CD	7	nummod	_	Z|?|?
7	girls	girl	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	appos	_	NNS|10129825-n|Human+
8	and	and	CONJ	CC	fPOS=CONJ++CC	7	cc	_	CC|?|?
9	one	1	NUM	CD	NumType=Card|fPOS=NUM++CD	10	nummod	_	Z|?|?
10	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	conj	_	NN|10285313-n|Human+
11	,	,	PUNCT	,	fPOS=PUNCT++,	13	punct	_	Fc|?|?
12	are	be	AUX	VBP	Mood=Ind|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBP	13	aux	_	VBP|02604760-v|Entity+
13	climbing	climb	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|00433232-v|Increasing+
14	on	on	ADP	IN	fPOS=ADP++IN	16	case	_	IN|?|?
15	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	16	det	_	DT|?|?
16	grotto	grotto	NOUN	NN	Number=Sing|fPOS=NOUN++NN	13	nmod	_	NN|09294877-n|Cave+
17	with	with	ADP	IN	fPOS=ADP++IN	20	case	_	IN|?|?
18	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	20	det	_	DT|?|?
19	pink	pink	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	20	compound	_	JJ|00379595-a|Pink+
20	interior	interior	NOUN	NN	Number=Sing|fPOS=NOUN++NN	16	nmod	_	NN|08588294-n|Inside=
21	.	.	PUNCT	.	fPOS=PUNCT++.	13	punct	_	Fp|?|?
