sentence A = There is no young boy riding a dirt bike through the mud.
sentence B = A young child is riding a bike on a rough dirt path.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,HumanYouth=,Human+,Transportation+,Soil=,Bicycle=,Soil=
CONCEPTS B: HumanYouth=,HumanChild=,Entity+,Transportation+,Bicycle=,TextureAttribute+,Text+,Transitway+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	5	neg	_	?|?
4	young	young	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	5	amod	_	01646941-a|HumanYouth=
5	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	10285313-n|Human+
6	riding	ride	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	acl	_	02102398-v|Transportation+
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	?|?
8	dirt	dirt	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	6	dobj	_	14844693-n|Soil=
9	bike	bike	ADP	IN	Number=Sing|fPOS=NOUN++NN	8	advmod	_	02834778-n|Bicycle=
10	through	through	ADP	IN	fPOS=ADP++IN	12	case	_	?|?
11	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	12	det	_	?|?
12	mud	mud	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	14956325-n|Soil=
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	?|?
2	young	young	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	3	amod	_	01646941-a|HumanYouth=
3	child	child	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	09917593-n|HumanChild=
4	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	aux	_	02604760-v|Entity+
5	riding	ride	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	02102398-v|Transportation+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	?|?
7	bike	bike	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	02834778-n|Bicycle=
8	on	on	ADP	IN	fPOS=ADP++IN	12	case	_	?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	12	det	_	?|?
10	rough	rough	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	12	amod	_	02238462-a|TextureAttribute+
11	dirt	dirt	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	12	compound	_	07223811-n|Text+
12	path	path	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	08616311-n|Transitway+
13	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	?|?
