sentence A = There is no motorcyclist riding a motorbike along a roadway.
sentence B = A motorcyclist with a red helmet is riding a blue motorcycle down the road.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Human+,Transportation+,TransportationDevice+,Roadway=
CONCEPTS B: Human+,Red=,Clothing+,Entity+,Transportation+,SubjectiveStrongNegativeAttribute+,PassengerVehicle+,Roadway+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	motorcyclist	motorcyclist	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10334009-n|Human+
5	riding	ride	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|02102398-v|Transportation+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
7	motorbike	motorbike	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|03769722-n|TransportationDevice+
8	along	along	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
10	roadway	roadway	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|04097622-n|Roadway=
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	motorcyclist	motorcyclist	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	nsubj	_	NN|10334009-n|Human+
3	with	with	ADP	IN	fPOS=ADP++IN	6	case	_	IN|?|?
4	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	6	det	_	DT|?|?
5	red	red	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	6	amod	_	JJ|00381097-a|Red=
6	helmet	helmet	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nmod	_	NN|03513376-n|Clothing+
7	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	8	aux	_	VBZ|02604760-v|Entity+
8	riding	ride	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|02102398-v|Transportation+
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	11	det	_	DT|?|?
10	blue	blue	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	11	amod	_	JJ|00425002-a|SubjectiveStrongNegativeAttribute+
11	motorcycle	motorcycle	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	dobj	_	NN|03790512-n|PassengerVehicle+
12	down	down	ADP	IN	fPOS=ADP++IN	14	case	_	IN|?|?
13	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	14	det	_	DT|?|?
14	road	road	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	nmod	_	NN|04096066-n|Roadway+
15	.	.	PUNCT	.	fPOS=PUNCT++.	8	punct	_	Fp|?|?
