sentence A = There is no dog running up a grassy hill.
sentence B = A dog is running up a grassy hill.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Canine+,Attribute+,Increasing+,FloweringPlant+,Hill=
CONCEPTS B: Canine+,Entity+,Attribute+,Increasing+,FloweringPlant+,Hill=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	dog	dog	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|02084071-n|Canine+
5	running	run	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01525666-v|Attribute+
6	up	up	ADP	IN	fPOS=ADP++IN	9	case	_	RP|00097011-r|Increasing+
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
8	grassy	grassy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	compound	_	JJ|00209620-a|FloweringPlant+
9	hill	hill	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|09303008-n|Hill=
10	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	dog	dog	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|02084071-n|Canine+
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	running	run	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01525666-v|Attribute+
5	up	up	ADP	IN	fPOS=ADP++IN	8	case	_	RP|00097011-r|Increasing+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	DT|?|?
7	grassy	grassy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	compound	_	JJ|00209620-a|FloweringPlant+
8	hill	hill	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|09303008-n|Hill=
9	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
