sentence A = There is no family posing by the mantel and the Christmas tree.
sentence B = A happy family is posing by the fireplace.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,FamilyGroup+,Putting=,Shelf+,TimeInterval+,ContentBearingObject+
CONCEPTS B: Happiness=,FamilyGroup+,Entity+,Putting=,Fireplace=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	5	neg	_	?|?
4	family	family	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	compound	_	07970721-n|FamilyGroup+
5	posing	pose	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	2	nsubj	_	01494310-v|Putting=
6	by	by	ADP	IN	fPOS=ADP++IN	8	case	_	?|?
7	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	8	det	_	?|?
8	mantel	mantel	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	03719343-n|Shelf+
9	and	and	CONJ	CC	fPOS=CONJ++CC	8	cc	_	?|?
10	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	12	det	_	?|?
11	Christmas	christmas	NOUN	NN	Number=Sing|fPOS=PROPN++NNP	12	compound	_	15196537-n|TimeInterval+
12	tree	tree	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	conj	_	13912260-n|ContentBearingObject+
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	?|?
2	happy	happy	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	3	amod	_	01148283-a|Happiness=
3	family	family	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	07970721-n|FamilyGroup+
4	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	aux	_	02604760-v|Entity+
5	posing	pose	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01494310-v|Putting=
6	by	by	ADP	IN	fPOS=ADP++IN	8	case	_	?|?
7	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	8	det	_	?|?
8	fireplace	fireplace	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	03346455-n|Fireplace=
9	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	?|?
