sentence A = There is no man doing back flips on a trampoline.
sentence B = A man is doing back flips on a trampoline.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Hominid=,IntentionalProcess+,SubjectiveAssessmentAttribute+,Impelling+,Device+
CONCEPTS B: Hominid=,Entity+,IntentionalProcess+,SubjectiveAssessmentAttribute+,Impelling+,Device+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|02472293-n|Hominid=
5	doing	do	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01712704-v|IntentionalProcess+
6	back	back	ADP	IN	Degree=Pos|fPOS=ADJ++JJ	5	dobj	_	RB|00075367-r|SubjectiveAssessmentAttribute+
7	flips	flip	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	6	dobj	_	VBZ|01893601-v|Impelling+
8	on	on	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
10	trampoline	trampoline	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	NN|04469514-n|Device+
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	doing	do	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01712704-v|IntentionalProcess+
5	back	back	ADP	IN	Degree=Pos|fPOS=ADJ++JJ	6	amod	_	RB|00075367-r|SubjectiveAssessmentAttribute+
6	flips	flip	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	dobj	_	VBZ|01893601-v|Impelling+
7	on	on	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
9	trampoline	trampoline	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	NN|04469514-n|Device+
10	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
