sentence A = There is no woman cutting broccoli.
sentence B = A woman is cutting broccoli.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Woman=,Decreasing+,FloweringPlant+
CONCEPTS B: Woman=,Entity+,Decreasing+,FloweringPlant+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	woman	woman	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	2	nsubj	_	NN|10787470-n|Woman=
5	cutting	cut	VERB	VBG	Number=Sing|fPOS=NOUN++NN	4	acl	_	VBG|00429060-v|Decreasing+
6	broccoli	broccoli	NOUN	NNS	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|11876803-n|FloweringPlant+
7	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|10787470-n|Woman=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	cutting	cut	VERB	VBG	Degree=Pos|fPOS=ADJ++JJ	0	ROOT	_	VBG|00429060-v|Decreasing+
5	broccoli	broccoli	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|11876803-n|FloweringPlant+
6	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
