sentence A = There is no bicyclist jumping on a pyramid-shaped ramp.
sentence B = A bicyclist is jumping on a pyramid-shaped ramp.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Human+,Ambulating=,StationaryArtifact+
CONCEPTS B: Human+,Entity+,Ambulating=,StationaryArtifact+

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	5	det	_	DT|?|?
4	bicyclist	bicyclist	NOUN	NN	_	5	nn	_	NN|09986189-n|Human+
5	jumping	jump	NOUN	NN	_	2	nsubj	_	VBG|01963942-v|Ambulating=
6	on	on	ADP	IN	_	5	prep	_	IN|?|?
7	a	a	DET	DT	_	9	det	_	DT|?|?
8	pyramid-shaped	pyramid-shaped	ADJ	JJ	_	9	amod	_	NN|?|?
9	ramp	ramp	NOUN	NN	_	6	pobj	_	NN|04051549-n|StationaryArtifact+
10	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	bicyclist	bicyclist	NOUN	NN	_	4	nsubj	_	NN|09986189-n|Human+
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	jumping	jump	VERB	VBG	_	0	ROOT	_	VBG|01963942-v|Ambulating=
5	on	on	ADP	IN	_	4	prep	_	IN|?|?
6	a	a	DET	DT	_	8	det	_	DT|?|?
7	pyramid-shaped	pyramid-shaped	ADJ	JJ	_	8	amod	_	NN|?|?
8	ramp	ramp	NOUN	NN	_	5	pobj	_	NN|04051549-n|StationaryArtifact+
9	.	.	.	.	_	4	punct	_	Fp|?|?
