sentence A = There is no man pouring cleaner into the sink.
sentence B = The man is playing the drums.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Hominid=,Pouring=,Clean=,WashBasin+
CONCEPTS B: Hominid=,Entity+,DramaticActing+,Drum=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	man	man	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	2	nsubj	_	02472293-n|Hominid=
5	pouring	pour	VERB	VBG	Degree=Pos|fPOS=ADJ++JJ	4	acl	_	02069551-v|Pouring=
6	cleaner	clean	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	00417413-a|Clean=
7	into	into	ADP	IN	fPOS=ADP++IN	9	case	_	?|?
8	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	9	det	_	?|?
9	sink	sink	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	04223580-n|WashBasin+
10	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	The	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	playing	play	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01719302-v|DramaticActing+
5	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	6	det	_	?|?
6	drums	drum	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	dobj	_	03249569-n|Drum=
7	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
