sentence A = Two dogs are playing together on the grass.
sentence B = A big dog and a small white dog are walking past each other.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Canine+,Entity+,DramaticActing+,Meeting=,Grass=
CONCEPTS B: SubjectiveWeakPositiveAttribute+,Canine+,SubjectiveStrongNegativeAttribute+,White=,Canine+,Entity+,Walking=,equal+

CONLL A:

1	Two	2	NUM	CD	_	2	num	_	Z|?|?
2	dogs	dog	NOUN	NNS	_	4	nsubj	_	NNS|02084071-n|Canine+
3	are	be	VERB	VBP	_	4	aux	_	VBP|02604760-v|Entity+
4	playing	play	VERB	VBG	_	0	ROOT	_	VBG|01719302-v|DramaticActing+
5	together	together	ADV	RB	_	4	advmod	_	RB|00507927-r|Meeting=
6	on	on	ADP	IN	_	4	prep	_	IN|?|?
7	the	the	DET	DT	_	8	det	_	DT|?|?
8	grass	grass	NOUN	NN	_	6	pobj	_	NN|12102133-n|Grass=
9	.	.	.	.	_	4	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	3	det	_	DT|?|?
2	big	big	ADJ	JJ	_	3	amod	_	JJ|01382086-a|SubjectiveWeakPositiveAttribute+
3	dog	dog	NOUN	NN	_	10	nsubj	_	NN|02084071-n|Canine+
4	and	and	CONJ	CC	_	3	cc	_	CC|?|?
5	a	a	DET	DT	_	8	det	_	DT|?|?
6	small	small	ADJ	JJ	_	8	amod	_	JJ|01391351-a|SubjectiveStrongNegativeAttribute+
7	white	white	ADJ	JJ	_	8	amod	_	JJ|00393105-a|White=
8	dog	dog	NOUN	NN	_	3	conj	_	NN|02084071-n|Canine+
9	are	be	VERB	VBP	_	10	aux	_	VBP|02604760-v|Entity+
10	walking	walk	VERB	VBG	_	0	ROOT	_	VBG|01904930-v|Walking=
11	past	past	ADP	IN	_	10	prep	_	IN|?|?
12	each	each	DET	DT	_	13	det	_	DT|?|?
13	other	other	ADJ	JJ	_	11	pobj	_	JJ|02069355-a|equal+
14	.	.	.	.	_	10	punct	_	Fp|?|?
