sentence A = There is no man skiing down a snowy hill.
sentence B = A man is skiing down a snowy hill.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Hominid=,Transportation+,earlier+,Covering+,Hill=
CONCEPTS B: Hominid=,Entity+,Transportation+,earlier+,Covering+,Hill=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	02472293-n|Hominid=
5	skiing	ski	VERB	VBG	Number=Sing|fPOS=NOUN++NN	4	acl	_	01938426-v|Transportation+
6	down	down	ADP	IN	fPOS=ADP++IN	5	compound:prt	_	00096089-r|earlier+
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	?|?
8	snowy	snowy	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	9	compound	_	01698231-a|Covering+
9	hill	hill	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	09303008-n|Hill=
10	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	skiing	ski	VERB	VBG	VerbForm=Ger|fPOS=AUX++VBG	0	ROOT	_	01938426-v|Transportation+
5	down	down	ADP	IN	Tense=Past|VerbForm=Part|Voice=Pass|fPOS=VERB++VBN	4	compound:prt	_	00096089-r|earlier+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	?|?
7	snowy	snowy	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	8	compound	_	01698231-a|Covering+
8	hill	hill	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	09303008-n|Hill=
9	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
