sentence A = There is no woman penciling on eyeshadow.
sentence B = The woman is penciling on eyeshadow.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: ?,Entity+,?,Woman=,ContentDevelopment+,?,Mixture+,?
CONCEPTS B: ?,Woman=,Entity+,ContentDevelopment+,?,Mixture+,?

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	woman	woman	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	2	nsubj	_	10787470-n|Woman=
5	penciling	pencil	VERB	VBG	Number=Sing|fPOS=NOUN++NN	4	acl	_	01688604-v|ContentDevelopment+
6	on	on	ADV	RB	fPOS=ADP++IN	7	case	_	?|?
7	eyeshadow	eyeshadow	ADV	RB	PronType=Int|fPOS=PRON++WP	5	nmod	_	03309687-n|Mixture+
8	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?
CONLL B:

1	The	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	10787470-n|Woman=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	penciling	pencil	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01688604-v|ContentDevelopment+
5	on	on	ADV	RB	fPOS=ADV++RB	6	advmod	_	?|?
6	eyeshadow	eyeshadow	ADV	RB	Degree=Pos|fPOS=ADV++RB	4	advmod	_	03309687-n|Mixture+
7	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
