sentence A = There is no dog walking along a snowdrift.
sentence B = A dog is walking along a snowdrift.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Canine+,Walking=,Ice+
CONCEPTS B: Canine+,Entity+,Walking=,SubjectiveAssessmentAttribute+,Ice+

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	5	det	_	DT|?|?
4	dog	dog	NOUN	NN	_	5	nn	_	NN|02084071-n|Canine+
5	walking	walk	NOUN	NN	_	2	nsubj	_	VBG|01904930-v|Walking=
6	along	along	ADP	IN	_	5	prep	_	IN|?|?
7	a	a	DET	DT	_	8	det	_	DT|?|?
8	snowdrift	snowdrift	NOUN	NN	_	6	pobj	_	NN|09438940-n|Ice+
9	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	dog	dog	NOUN	NN	_	4	nsubj	_	NN|02084071-n|Canine+
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	walking	walk	VERB	VBG	_	0	ROOT	_	VBG|01904930-v|Walking=
5	along	along	ADP	IN	_	4	prep	_	RP|00069164-r|SubjectiveAssessmentAttribute+
6	a	a	DET	DT	_	7	det	_	DT|?|?
7	snowdrift	snowdrift	NOUN	NN	_	5	pobj	_	NN|09438940-n|Ice+
8	.	.	.	.	_	4	punct	_	Fp|?|?
