sentence A = There is no woman dipping a shrimp in batter.
sentence B = A woman is dipping a shrimp in batter.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Woman=,Wetting+,PrawnMeat=,Human+
CONCEPTS B: Woman=,Entity+,Wetting+,PrawnMeat=,Human+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10787470-n|Woman=
5	dipping	dip	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01577093-v|Wetting+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
7	shrimp	shrimp	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|07794159-n|PrawnMeat=
8	in	in	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
9	batter	batter	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|09843956-n|Human+
10	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|10787470-n|Woman=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	dipping	dip	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01577093-v|Wetting+
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	6	det	_	DT|?|?
6	shrimp	shrimp	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|07794159-n|PrawnMeat=
7	in	in	ADP	IN	fPOS=ADP++IN	8	case	_	IN|?|?
8	batter	batter	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	NN|09843956-n|Human+
9	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
