sentence A = There is no man cutting a boot with a sword.
sentence B = A man is severing the toe of an empty leather boot with a sword.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Hominid=,Cutting+,Shoe=,Sword+
CONCEPTS B: Hominid=,Entity+,Cutting+,Toe=,ContainerEmpty+,Leather=,Shoe=,Sword+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|02472293-n|Hominid=
5	cutting	cut	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01552519-v|Cutting+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
7	boot	boot	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|02872752-n|Shoe=
8	with	with	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
10	sword	sword	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|04373894-n|Sword+
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	severing	sever	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01560731-v|Cutting+
5	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	6	det	_	DT|?|?
6	toe	toe	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|05577410-n|Toe=
7	of	of	ADP	IN	fPOS=ADP++IN	11	case	_	IN|?|?
8	an	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	11	det	_	DT|?|?
9	empty	empty	NOUN	NN	Number=Sing|fPOS=NOUN++NN	11	amod	_	JJ|01086545-a|ContainerEmpty+
10	leather	leather	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	11	compound	_	NN|14759722-n|Leather=
11	boot	boot	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	NN|02872752-n|Shoe=
12	with	with	ADP	IN	fPOS=ADP++IN	14	case	_	IN|?|?
13	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	14	det	_	DT|?|?
14	sword	sword	NOUN	NN	Number=Sing|fPOS=NOUN++NN	11	nmod	_	NN|04373894-n|Sword+
15	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
