sentence A = There is no woman using an eye pencil and applying eye liner to her eyelid.
sentence B = A woman is applying cosmetics to her eyelid.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Woman=,IntentionalProcess+,Organ+,Pencil=,IntentionalProcess+,Organ+,Impelling+,Eyelid+
CONCEPTS B: Woman=,Entity+,Covering+,Mixture+,Eyelid+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10787470-n|Woman=
5	using	use	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01158872-v|IntentionalProcess+
6	an	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	8	det	_	DT|?|?
7	eye	eye	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	8	compound	_	NN|05311054-n|Organ+
8	pencil	pencil	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|03908204-n|Pencil=
9	and	and	CONJ	CC	fPOS=CONJ++CC	5	cc	_	CC|?|?
10	applying	apply	VERB	VBG	Number=Sing|fPOS=NOUN++NN	5	conj	_	VBG|01158872-v|IntentionalProcess+
11	eye	eye	NOUN	NN	Number=Sing|fPOS=NOUN++NN	12	compound	_	NN|05311054-n|Organ+
12	liner	liner	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	dobj	_	NN|00131608-n|Impelling+
13	to	to	ADP	IN	fPOS=ADP++IN	15	case	_	TO|?|?
14	her	her	PRON	PRP$	Gender=Fem|Number=Sing|Person=3|Poss=Yes|PronType=Prs|fPOS=PRON++PRP$	15	nmod:poss	_	PRP$|?|?
15	eyelid	eyelid	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	nmod	_	NN|05313822-n|Eyelid+
16	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|10787470-n|Woman=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	applying	apply	VERB	VBG	Degree=Pos|fPOS=ADJ++JJ	0	ROOT	_	VBG|01363648-v|Covering+
5	cosmetics	cosmetic	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	dobj	_	NNS|03113152-n|Mixture+
6	to	to	ADP	IN	fPOS=ADP++IN	8	case	_	TO|?|?
7	her	her	PRON	PRP$	Gender=Fem|Number=Sing|Person=3|Poss=Yes|PronType=Prs|fPOS=PRON++PRP$	8	nmod:poss	_	PRP$|?|?
8	eyelid	eyelid	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|05313822-n|Eyelid+
9	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
