sentence A = There is no young Asian woman with pink gloves standing in the snow.
sentence B = A young Asian woman with pink gloves is standing in the snow.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,HumanYouth=,AsianEthnicity=,Woman=,Pink+,Glove+,PhysicalAttribute+,Snowing=
CONCEPTS B: HumanYouth=,AsianEthnicity=,Woman=,Pink+,Glove+,Entity+,PhysicalAttribute+,Snowing=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	6	neg	_	DT|?|?
4	young	young	ADJ	JJ	fPOS=ADV++RBS	6	amod	_	JJ|01646941-a|HumanYouth=
5	Asian	asian	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	6	amod	_	JJ|02968525-a|AsianEthnicity=
6	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10787470-n|Woman=
7	with	with	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
8	pink	pink	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	compound	_	JJ|00379595-a|Pink+
9	gloves	glove	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	6	nmod	_	NNS|03441112-n|Glove+
10	standing	stand	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	9	acl	_	VBG|01546111-v|PhysicalAttribute+
11	in	in	ADP	IN	fPOS=ADP++IN	13	case	_	IN|?|?
12	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	13	det	_	DT|?|?
13	snow	snow	NOUN	NN	Number=Sing|fPOS=NOUN++NN	10	nmod	_	NN|15043763-n|Snowing=
14	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Number=Sing|fPOS=PROPN++NNP	4	det	_	DT|?|?
2	young	young	VERB	VBN	Mood=Ind|Tense=Past|VerbForm=Fin|fPOS=VERB++VBD	4	amod	_	JJ|01646941-a|HumanYouth=
3	Asian	asian	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	4	amod	_	JJ|02968525-a|AsianEthnicity=
4	woman	woman	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	nsubj	_	NN|10787470-n|Woman=
5	with	with	ADP	IN	fPOS=ADP++IN	7	case	_	IN|?|?
6	pink	pink	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	7	amod	_	JJ|00379595-a|Pink+
7	gloves	glove	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	nmod	_	NNS|03441112-n|Glove+
8	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	9	aux	_	VBZ|02604760-v|Entity+
9	standing	stand	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01546111-v|PhysicalAttribute+
10	in	in	ADP	IN	fPOS=ADP++IN	12	case	_	IN|?|?
11	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	12	det	_	DT|?|?
12	snow	snow	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	nmod	_	NN|15043763-n|Snowing=
13	.	.	PUNCT	.	fPOS=PUNCT++.	9	punct	_	Fp|?|?
