sentence A = There is no man screwing a piece of wood to a wall.
sentence B = A man is screwing a piece of wood to a wall.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,GamePiece+,Attaching+,GamePiece+,Wood=,Wall=
CONCEPTS B: GamePiece+,Entity+,Attaching+,GamePiece+,Wood=,Wall=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|03716327-n|GamePiece+
5	screwing	screw	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01353169-v|Attaching+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	DT|?|?
7	piece	piece	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	NN|03716327-n|GamePiece+
8	of	of	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
9	wood	wood	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	nmod	_	NN|15098161-n|Wood=
10	to	to	ADP	IN	fPOS=ADP++IN	12	case	_	TO|?|?
11	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	12	det	_	DT|?|?
12	wall	wall	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|04546855-n|Wall=
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|03716327-n|GamePiece+
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	screwing	screw	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01353169-v|Attaching+
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	6	det	_	DT|?|?
6	piece	piece	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	NN|03716327-n|GamePiece+
7	of	of	ADP	IN	fPOS=ADP++IN	8	case	_	IN|?|?
8	wood	wood	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	NN|15098161-n|Wood=
9	to	to	ADP	IN	fPOS=ADP++IN	11	case	_	TO|?|?
10	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	11	det	_	DT|?|?
11	wall	wall	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|04546855-n|Wall=
12	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
