sentence A = There is no man standing beside a large and colorful birdcage.
sentence B = The man is standing next to a bird cage.
entailm AB = A_contradicts_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Hominid=,SocialRole+,SubjectiveWeakPositiveAttribute+,ColorAttribute+,TrapOrCage+
CONCEPTS B: Hominid=,Entity+,PhysicalAttribute+,Position+,Bird=,TrapOrCage+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	man	man	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	2	nsubj	_	NN|02472293-n|Hominid=
5	standing	standing	VERB	VBG	Number=Sing|fPOS=NOUN++NN	4	acl	_	NN|13948136-n|SocialRole+
6	beside	beside	ADP	IN	fPOS=ADP++IN	11	case	_	IN|?|?
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	11	det	_	DT|?|?
8	large	large	ADJ	JJ	Number=Sing|fPOS=NOUN++NN	11	amod	_	JJ|01382086-a|SubjectiveWeakPositiveAttribute+
9	and	and	CONJ	CC	fPOS=CONJ++CC	8	cc	_	CC|?|?
10	colorful	colorful	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	8	conj	_	JJ|00394562-a|ColorAttribute+
11	birdcage	birdcage	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|02843276-n|TrapOrCage+
12	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	The	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	2	det	_	DT|?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	NN|02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	VBZ|02604760-v|Entity+
4	standing	stand	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01546111-v|PhysicalAttribute+
5	next	next	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	4	dobj	_	JJ|01294975-a|Position+
6	to	to	ADP	IN	fPOS=ADP++IN	9	case	_	TO|?|?
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
8	bird	bird	NOUN	NN	Number=Sing|fPOS=NOUN++NN	9	compound	_	NN|01503061-n|Bird=
9	cage	cage	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nmod	_	NN|02936714-n|TrapOrCage+
10	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
