sentence A = There is no snowboarder doing a flip over a mound of snow.
sentence B = A snowboarder is doing a flip over a mound of snow.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,SportsPosition@,IntentionalProcess+,SubjectiveStrongNegativeAttribute+,Hill+,Snowing=
CONCEPTS B: SportsPosition@,Entity+,IntentionalProcess+,SubjectiveStrongNegativeAttribute+,Hill+,Snowing=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	snowboarder	snowboarder	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	10617665-n|SportsPosition@
5	doing	do	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	01712704-v|IntentionalProcess+
6	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	7	det	_	?|?
7	flip	flip	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	dobj	_	01996051-a|SubjectiveStrongNegativeAttribute+
8	over	over	ADP	IN	fPOS=ADP++IN	10	case	_	?|?
9	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	?|?
10	mound	mound	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	nmod	_	03792048-n|Hill+
11	of	of	ADP	IN	fPOS=ADP++IN	12	case	_	?|?
12	snow	snow	ADV	RB	Number=Sing|fPOS=NOUN++NN	10	nmod	_	15043763-n|Snowing=
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	snowboarder	snowboarder	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	10617665-n|SportsPosition@
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	doing	do	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01712704-v|IntentionalProcess+
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	6	det	_	?|?
6	flip	flip	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	dobj	_	01996051-a|SubjectiveStrongNegativeAttribute+
7	over	over	ADP	IN	fPOS=ADP++IN	9	case	_	?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	?|?
9	mound	mound	NOUN	NN	Number=Sing|fPOS=NOUN++NN	6	nmod	_	03792048-n|Hill+
10	of	of	ADP	IN	fPOS=ADP++IN	11	case	_	?|?
11	snow	snow	ADV	RB	Number=Sing|fPOS=NOUN++NN	9	nmod	_	15043763-n|Snowing=
12	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
