sentence A = There is no man fishing in the river.
sentence B = A man is singing and walking down the sidewalk.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: ?,Entity+,?,Hominid=,FishingSport=,?,?,River=,?
CONCEPTS B: ?,Hominid=,Entity+,MakingVocalMusic=,?,Walking=,earlier+,?,Sidewalk=,?

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	?|?
4	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	02472293-n|Hominid=
5	fishing	fishing	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	00453935-n|FishingSport=
6	in	in	ADP	IN	fPOS=ADP++IN	8	case	_	?|?
7	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	8	det	_	?|?
8	river	river	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	09411430-n|River=
9	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?
CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	2	det	_	?|?
2	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	4	nsubj	_	02472293-n|Hominid=
3	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	4	aux	_	02604760-v|Entity+
4	singing	sing	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	01731031-v|MakingVocalMusic=
5	and	and	CONJ	CC	fPOS=CONJ++CC	4	cc	_	?|?
6	walking	walk	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	conj	_	01904930-v|Walking=
7	down	down	ADP	IN	fPOS=ADP++RP	6	compound:prt	_	00096089-r|earlier+
8	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	9	det	_	?|?
9	sidewalk	sidewalk	NOUN	NNS	Number=Sing|fPOS=NOUN++NN	6	dobj	_	04215402-n|Sidewalk=
10	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	?|?
