sentence A = There is no veteran showing things from a war to some people.
sentence B = A large man is sitting in a military accessories store.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Veteran+,IntentionalProcess+,Entity+,War=,GroupOfPeople=
CONCEPTS B: SubjectiveWeakPositiveAttribute+,Hominid=,PhysicalAttribute+,SittingDown+,MilitaryOrganization=,Object+,RetailStore=

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	veteran	veteran	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|10749353-n|Veteran+
5	showing	show	VERB	VBG	Number=Sing|fPOS=NOUN++NN	4	acl	_	VBG|02137132-v|IntentionalProcess+
6	things	thing	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	5	dobj	_	NNS|04424418-n|Entity+
7	from	from	ADP	IN	fPOS=ADP++IN	9	case	_	IN|?|?
8	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	9	det	_	DT|?|?
9	war	war	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nmod	_	NN|00973077-n|War=
10	to	to	ADP	IN	fPOS=ADP++IN	12	case	_	TO|?|?
11	some	some	DET	DT	fPOS=DET++DT	12	det	_	DT|?|?
12	people	people	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	9	nmod	_	NNS|07942152-n|GroupOfPeople=
13	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	DT|?|?
2	large	large	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	3	amod	_	JJ|01382086-a|SubjectiveWeakPositiveAttribute+
3	man	man	NOUN	NN	Number=Sing|fPOS=NOUN++NN	5	nsubj	_	NN|02472293-n|Hominid=
4	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBZ	5	aux	_	VBZ|02655135-v|PhysicalAttribute+
5	sitting	sit	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01543123-v|SittingDown+
6	in	in	ADP	IN	fPOS=ADP++IN	10	case	_	IN|?|?
7	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	10	det	_	DT|?|?
8	military	military	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	9	amod	_	JJ|01518386-a|MilitaryOrganization=
9	accessories	accessory	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	10	compound	_	NNS|02671421-n|Object+
10	store	store	NOUN	NN	fPOS=ADV++RB	5	nmod	_	NN|04202417-n|RetailStore=
11	.	.	PUNCT	.	fPOS=PUNCT++.	5	punct	_	Fp|?|?
