sentence A = There is no one sitting in lawn chairs and reading books.
sentence B = Two people are sitting in lawn chairs and are reading books.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: PhysicalAttribute+,PositiveInteger@,SittingDown+,Lawn=,Chair=,Reading=,Book+
CONCEPTS B: GroupOfPeople=,PhysicalAttribute+,SittingDown+,Lawn=,Chair=,PhysicalAttribute+,Reading=,Book+

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	VBZ|02655135-v|PhysicalAttribute+
3	no	no	DET	DT	fPOS=DET++DT	4	neg	_	DT|?|?
4	one	one	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	NN|13742573-n|PositiveInteger@
5	sitting	sit	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	4	acl	_	VBG|01543123-v|SittingDown+
6	in	in	ADP	IN	fPOS=ADP++IN	8	case	_	IN|?|?
7	lawn	lawn	NOUN	NN	Degree=Pos|fPOS=ADJ++JJ	8	amod	_	NN|08591592-n|Lawn=
8	chairs	chair	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	5	nmod	_	NNS|03001627-n|Chair=
9	and	and	CONJ	CC	fPOS=CONJ++CC	5	cc	_	CC|?|?
10	reading	read	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	5	conj	_	VBG|00625119-v|Reading=
11	books	book	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	10	dobj	_	NNS|02870092-n|Book+
12	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	Fp|?|?


CONLL B:

1	Two	2	NUM	CD	Number=Sing|fPOS=NOUN++NN	2	nummod	_	Z|?|?
2	people	people	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	nsubj	_	NNS|07942152-n|GroupOfPeople=
3	are	be	AUX	VBP	Mood=Ind|Tense=Pres|VerbForm=Fin|fPOS=AUX++VBP	4	aux	_	VBP|02655135-v|PhysicalAttribute+
4	sitting	sit	VERB	VBG	Tense=Pres|VerbForm=Part|fPOS=VERB++VBG	0	ROOT	_	VBG|01543123-v|SittingDown+
5	in	in	ADP	IN	fPOS=ADP++IN	7	case	_	IN|?|?
6	lawn	lawn	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	7	amod	_	NN|08591592-n|Lawn=
7	chairs	chair	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	nmod	_	NNS|03001627-n|Chair=
8	and	and	CONJ	CC	fPOS=CONJ++CC	4	cc	_	CC|?|?
9	are	be	AUX	VBP	Mood=Ind|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBP	11	cop	_	VBP|02655135-v|PhysicalAttribute+
10	reading	read	VERB	VBG	Degree=Pos|fPOS=ADJ++JJ	11	compound	_	VBG|00625119-v|Reading=
11	books	book	NOUN	NNS	Number=Plur|fPOS=NOUN++NNS	4	conj	_	NNS|02870092-n|Book+
12	.	.	PUNCT	.	fPOS=PUNCT++.	4	punct	_	Fp|?|?
