sentence A = There is no tan skinned child looking at the camera.
sentence B = A little boy with a bib is watching the camera.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: ?,Entity+,?,ColorAttribute+,Separating+,HumanChild=,SubjectiveAssessmentAttribute+,?,?,Camera=,?
CONCEPTS B: ?,SubjectiveStrongNegativeAttribute+,Human+,?,?,Clothing+,Entity+,Looking=,?,Camera=,?

CONLL A:

1	There	there	PRON	EX	fPOS=PRON++EX	2	expl	_	?|?
2	is	be	VERB	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	0	ROOT	_	02604760-v|Entity+
3	no	no	DET	DT	fPOS=DET++DT	6	neg	_	?|?
4	tan	tan	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	6	amod	_	00384533-a|ColorAttribute+
5	skinned	skin	VERB	VBN	Degree=Pos|fPOS=ADJ++JJ	6	amod	_	01262936-v|Separating+
6	child	child	NOUN	NN	Number=Sing|fPOS=NOUN++NN	2	nsubj	_	09917593-n|HumanChild=
7	looking	look	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	6	acl	_	02133435-v|SubjectiveAssessmentAttribute+
8	at	at	ADP	IN	fPOS=ADP++IN	10	case	_	?|?
9	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	10	det	_	?|?
10	camera	camera	NOUN	NN	Number=Sing|fPOS=NOUN++NN	7	nmod	_	02942699-n|Camera=
11	.	.	PUNCT	.	fPOS=PUNCT++.	2	punct	_	?|?
CONLL B:

1	A	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	3	det	_	?|?
2	little	little	ADJ	JJ	Degree=Pos|fPOS=ADJ++JJ	3	amod	_	01391351-a|SubjectiveStrongNegativeAttribute+
3	boy	boy	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	nsubj	_	10285313-n|Human+
4	with	with	ADP	IN	fPOS=ADP++IN	6	case	_	?|?
5	a	a	DET	DT	Definite=Ind|PronType=Art|fPOS=DET++DT	6	det	_	?|?
6	bib	bib	NOUN	NN	Number=Sing|fPOS=NOUN++NN	3	nmod	_	02834397-n|Clothing+
7	is	be	AUX	VBZ	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|fPOS=VERB++VBZ	8	aux	_	02604760-v|Entity+
8	watching	watch	VERB	VBG	VerbForm=Ger|fPOS=VERB++VBG	0	ROOT	_	02150948-v|Looking=
9	the	the	DET	DT	Definite=Def|PronType=Art|fPOS=DET++DT	10	det	_	?|?
10	camera	camera	NOUN	NN	Number=Sing|fPOS=NOUN++NN	8	dobj	_	02942699-n|Camera=
11	.	.	PUNCT	.	fPOS=PUNCT++.	8	punct	_	?|?
