sentence A = There is no clown singing and people are not dancing.
sentence B = A clown is singing and people are dancing.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Human+,MakingVocalMusic=,GroupOfPeople=,Entity+,not=,Dancing+
CONCEPTS B: Human+,Entity+,MakingVocalMusic=,GroupOfPeople=,Entity+,Dancing+

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	5	det	_	DT|?|?
4	clown	clown	NOUN	NN	_	5	nn	_	NN|09930876-n|Human+
5	singing	sing	NOUN	NN	_	2	nsubj	_	VBG|01731031-v|MakingVocalMusic=
6	and	and	CONJ	CC	_	2	cc	_	CC|?|?
7	people	people	NOUN	NNS	_	10	nsubj	_	NNS|07942152-n|GroupOfPeople=
8	are	be	VERB	VBP	_	10	aux	_	VBP|02604760-v|Entity+
9	not	not	ADV	RB	_	10	neg	_	RB|00024073-r|not=
10	dancing	dance	VERB	VBG	_	2	conj	_	VBG|01708676-v|Dancing+
11	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	clown	clown	NOUN	NN	_	4	nsubj	_	NN|09930876-n|Human+
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	singing	sing	VERB	VBG	_	0	ROOT	_	VBG|01731031-v|MakingVocalMusic=
5	and	and	CONJ	CC	_	4	cc	_	CC|?|?
6	people	people	NOUN	NNS	_	8	nsubj	_	NNS|07942152-n|GroupOfPeople=
7	are	be	VERB	VBP	_	8	aux	_	VBP|02604760-v|Entity+
8	dancing	dance	VERB	VBG	_	4	conj	_	VBG|01708676-v|Dancing+
9	.	.	.	.	_	4	punct	_	Fp|?|?
