sentence A = There is no man putting some cheese on a pizza.
sentence B = The man is sprinkling cheese on the pizza.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Hominid=,Putting=,Cheese=,PreparedFood+
CONCEPTS B: Hominid=,Entity+,Impelling+,Cheese=,PreparedFood+

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	4	det	_	DT|?|?
4	man	man	NOUN	NN	_	2	nsubj	_	NN|02472293-n|Hominid=
5	putting	put	VERB	VBG	_	4	partmod	_	VBG|01494310-v|Putting=
6	some	some	DET	DT	_	7	det	_	DT|?|?
7	cheese	cheese	NOUN	NN	_	5	dobj	_	NN|07850329-n|Cheese=
8	on	on	ADP	IN	_	5	prep	_	IN|?|?
9	a	a	DET	DT	_	10	det	_	DT|?|?
10	pizza	pizza	NOUN	NN	_	8	pobj	_	NN|07873807-n|PreparedFood+
11	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	The	the	DET	DT	_	2	det	_	DT|?|?
2	man	man	NOUN	NN	_	4	nsubj	_	NN|02472293-n|Hominid=
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	sprinkling	sprinkle	VERB	VBG	_	0	ROOT	_	VBG|01376245-v|Impelling+
5	cheese	cheese	NOUN	NN	_	4	dobj	_	NN|07850329-n|Cheese=
6	on	on	ADP	IN	_	4	prep	_	IN|?|?
7	the	the	DET	DT	_	8	det	_	DT|?|?
8	pizza	pizza	NOUN	NN	_	6	pobj	_	NN|07873807-n|PreparedFood+
9	.	.	.	.	_	4	punct	_	Fp|?|?
