sentence A = There is no lion pacing tiredly in a pen.
sentence B = A lion is pacing tiredly in a pen.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Region@,Ambulating+,StateOfMind+,StationaryArtifact+
CONCEPTS B: Region@,Entity+,Ambulating+,StateOfMind+,StationaryArtifact+

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	5	det	_	DT|?|?
4	lion	lion	NOUN	NN	_	5	nn	_	NN|08686821-n|Region@
5	pacing	pace	VERB	VBG	_	2	nsubj	_	VBG|02091165-v|Ambulating+
6	tiredly	tiredly	ADV	RB	_	5	advmod	_	RB|00090424-r|StateOfMind+
7	in	in	ADP	IN	_	5	prep	_	IN|?|?
8	a	a	DET	DT	_	9	det	_	DT|?|?
9	pen	pen	NOUN	NN	_	7	pobj	_	NN|03907227-n|StationaryArtifact+
10	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	lion	lion	NOUN	NN	_	4	nsubj	_	NN|08686821-n|Region@
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	pacing	pace	VERB	VBG	_	0	ROOT	_	VBG|02091165-v|Ambulating+
5	tiredly	tiredly	ADV	RB	_	4	advmod	_	RB|00090424-r|StateOfMind+
6	in	in	ADP	IN	_	4	prep	_	IN|?|?
7	a	a	DET	DT	_	8	det	_	DT|?|?
8	pen	pen	NOUN	NN	_	6	pobj	_	NN|03907227-n|StationaryArtifact+
9	.	.	.	.	_	4	punct	_	Fp|?|?
