sentence A = There is no boy standing in front of the blue building in the space reserved for handicapped people.
sentence B = A boy is standing in front of the blue building in the space reserved for handicapped people.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Human+,SocialRole+,FrontFn=,SubjectiveStrongNegativeAttribute+,Building=,OuterSpaceRegion+,Reserving=,RegulatoryProcess+,GroupOfPeople=
CONCEPTS B: Human+,Entity+,PhysicalAttribute+,FrontFn=,SubjectiveStrongNegativeAttribute+,Building=,OuterSpaceRegion+,Reserving=,RegulatoryProcess+,GroupOfPeople=

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	4	det	_	DT|?|?
4	boy	boy	NOUN	NN	_	2	nsubj	_	NN|10285313-n|Human+
5	standing	standing	VERB	VBG	_	4	partmod	_	NN|13948136-n|SocialRole+
6	in	in	ADP	IN	_	5	prep	_	IN|?|?
7	front	front	NOUN	NN	_	6	pobj	_	NN|08573472-n|FrontFn=
8	of	of	ADP	IN	_	7	prep	_	IN|?|?
9	the	the	DET	DT	_	11	det	_	DT|?|?
10	blue	blue	ADJ	JJ	_	11	amod	_	JJ|00425002-a|SubjectiveStrongNegativeAttribute+
11	building	building	NOUN	NN	_	8	pobj	_	NN|02913152-n|Building=
12	in	in	ADP	IN	_	11	prep	_	IN|?|?
13	the	the	DET	DT	_	14	det	_	DT|?|?
14	space	space	NOUN	NN	_	12	pobj	_	NN|08500433-n|OuterSpaceRegion+
15	reserved	reserve	VERB	VBN	_	14	partmod	_	VBN|02498320-v|Reserving=
16	for	for	ADP	IN	_	15	prep	_	IN|?|?
17	handicapped	handicap	ADJ	JJ	_	18	amod	_	VBN|01085474-v|RegulatoryProcess+
18	people	people	NOUN	NNS	_	16	pobj	_	NNS|07942152-n|GroupOfPeople=
19	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	boy	boy	NOUN	NN	_	4	nsubj	_	NN|10285313-n|Human+
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	standing	stand	VERB	VBG	_	0	ROOT	_	VBG|01546111-v|PhysicalAttribute+
5	in	in	ADP	IN	_	4	prep	_	IN|?|?
6	front	front	NOUN	NN	_	5	pobj	_	NN|08573472-n|FrontFn=
7	of	of	ADP	IN	_	6	prep	_	IN|?|?
8	the	the	DET	DT	_	10	det	_	DT|?|?
9	blue	blue	ADJ	JJ	_	10	amod	_	JJ|00425002-a|SubjectiveStrongNegativeAttribute+
10	building	building	NOUN	NN	_	7	pobj	_	NN|02913152-n|Building=
11	in	in	ADP	IN	_	10	prep	_	IN|?|?
12	the	the	DET	DT	_	13	det	_	DT|?|?
13	space	space	NOUN	NN	_	11	pobj	_	NN|08500433-n|OuterSpaceRegion+
14	reserved	reserve	VERB	VBN	_	13	partmod	_	VBN|02498320-v|Reserving=
15	for	for	ADP	IN	_	14	prep	_	IN|?|?
16	handicapped	handicap	ADJ	JJ	_	17	amod	_	VBN|01085474-v|RegulatoryProcess+
17	people	people	NOUN	NNS	_	15	pobj	_	NNS|07942152-n|GroupOfPeople=
18	.	.	.	.	_	4	punct	_	Fp|?|?
