sentence A = There is no black, red, white and pink dress being worn by a woman.
sentence B = A woman is taking off a cloak, which is very large, and revealing an extravagant dress.
entailm AB = A_neutral_B.
entailm BA = B_neutral_A.

CONCEPTS A: Entity+,Black=,Red=,White=,Pink+,Clothing+,Entity+,Putting+,Woman=
CONCEPTS B: Woman=,Entity+,PhysicalAttribute+,Clothing+,Entity+,SubjectiveAssessmentAttribute+,SubjectiveWeakPositiveAttribute+,Disseminating=,SubjectiveStrongNegativeAttribute+,Clothing+

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	11	det	_	DT|?|?
4	black	black	ADJ	JJ	_	11	amod	_	JJ|00392812-a|Black=
5	,	,	.	,	_	4	punct	_	Fc|?|?
6	red	red	ADJ	JJ	_	4	conj	_	JJ|00381097-a|Red=
7	,	,	.	,	_	4	punct	_	Fc|?|?
8	white	white	ADJ	JJ	_	4	conj	_	JJ|00393105-a|White=
9	and	and	CONJ	CC	_	4	cc	_	CC|?|?
10	pink	pink	ADJ	JJ	_	4	conj	_	JJ|00379595-a|Pink+
11	dress	dress	NOUN	NN	_	2	nsubj	_	NN|02728440-n|Clothing+
12	being	be	VERB	VBG	_	13	auxpass	_	VBG|02604760-v|Entity+
13	worn	wear	VERB	VBN	_	11	partmod	_	VBN|00052374-v|Putting+
14	by	by	ADP	IN	_	13	prep	_	IN|?|?
15	a	a	DET	DT	_	16	det	_	DT|?|?
16	woman	woman	NOUN	NN	_	14	pobj	_	NN|10787470-n|Woman=
17	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	woman	woman	NOUN	NN	_	4	nsubj	_	NN|10787470-n|Woman=
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	taking	take	VERB	VBG	_	0	ROOT	_	VBG|02267989-v|PhysicalAttribute+
5	off	off	PRT	RP	_	4	prt	_	RP|00232936-r|?
6	a	a	DET	DT	_	7	det	_	DT|?|?
7	cloak	cloak	NOUN	NN	_	4	dobj	_	NN|03045337-n|Clothing+
8	,	,	.	,	_	7	punct	_	Fc|?|?
9	which	which	DET	WDT	_	12	nsubj	_	WDT|?|?
10	is	be	VERB	VBZ	_	12	cop	_	VBZ|02604760-v|Entity+
11	very	very	ADV	RB	_	12	advmod	_	RB|00031899-r|SubjectiveAssessmentAttribute+
12	large	large	ADJ	JJ	_	7	rcmod	_	JJ|01382086-a|SubjectiveWeakPositiveAttribute+
13	,	,	.	,	_	4	punct	_	Fc|?|?
14	and	and	CONJ	CC	_	4	cc	_	CC|?|?
15	revealing	reveal	VERB	VBG	_	4	conj	_	VBG|00933821-v|Disseminating=
16	an	a	DET	DT	_	18	det	_	DT|?|?
17	extravagant	extravagant	ADJ	JJ	_	18	amod	_	JJ|02422242-a|SubjectiveStrongNegativeAttribute+
18	dress	dress	NOUN	NN	_	15	dobj	_	NN|02728440-n|Clothing+
19	.	.	.	.	_	4	punct	_	Fp|?|?
