sentence A = There is no woman frying something.
sentence B = A woman is frying something.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Woman=,Killing+
CONCEPTS B: Woman=,Entity+,Killing+

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	4	det	_	DT|?|?
4	woman	woman	NOUN	NN	_	2	nsubj	_	NN|10787470-n|Woman=
5	frying	fry	VERB	VBG	_	4	partmod	_	VBG|02484957-v|Killing+
6	something	something	NOUN	NN	_	5	dobj	_	PRP|?|?
7	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	woman	woman	NOUN	NN	_	4	nsubj	_	NN|10787470-n|Woman=
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	frying	fry	VERB	VBG	_	0	ROOT	_	VBG|02484957-v|Killing+
5	something	something	NOUN	NN	_	4	dobj	_	PRP|?|?
6	.	.	.	.	_	4	punct	_	Fp|?|?
