sentence A = There is no baby being put into a trash can by a woman.
sentence B = The baby is being put into a trash can by a woman.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,HumanBaby=,Entity+,Putting=,SubjectiveAssessmentAttribute+,Woman=
CONCEPTS B: HumanBaby=,Entity+,Entity+,Putting=,SubjectiveAssessmentAttribute+,Woman=

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	4	det	_	DT|?|?
4	baby	baby	NOUN	NN	_	6	nsubjpass	_	NN|09827683-n|HumanBaby=
5	being	be	VERB	VBG	_	6	auxpass	_	VBG|02604760-v|Entity+
6	put	put	VERB	VBN	_	2	dep	_	VBN|01494310-v|Putting=
7	into	into	ADP	IN	_	6	prep	_	IN|?|?
8	a	a	DET	DT	_	9	det	_	DT|?|?
9	trash	trash	NOUN	NN	_	7	pobj	_	NN|08402147-n|SubjectiveAssessmentAttribute+
10	can	can	VERB	MD	_	6	punct	_	MD|?|?
11	by	by	ADP	IN	_	6	prep	_	IN|?|?
12	a	a	DET	DT	_	13	det	_	DT|?|?
13	woman	woman	NOUN	NN	_	11	pobj	_	NN|10787470-n|Woman=
14	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	The	the	DET	DT	_	2	det	_	DT|?|?
2	baby	baby	NOUN	NN	_	5	nsubjpass	_	NN|09827683-n|HumanBaby=
3	is	be	VERB	VBZ	_	5	aux	_	VBZ|02604760-v|Entity+
4	being	be	VERB	VBG	_	5	auxpass	_	VBG|02604760-v|Entity+
5	put	put	VERB	VBN	_	0	ROOT	_	VBN|01494310-v|Putting=
6	into	into	ADP	IN	_	5	prep	_	IN|?|?
7	a	a	DET	DT	_	9	det	_	DT|?|?
8	trash	trash	NOUN	NN	_	9	nn	_	NN|08402147-n|SubjectiveAssessmentAttribute+
9	can	can	VERB	MD	_	6	pobj	_	MD|?|?
10	by	by	ADP	IN	_	5	prep	_	IN|?|?
11	a	a	DET	DT	_	12	det	_	DT|?|?
12	woman	woman	NOUN	NN	_	10	pobj	_	NN|10787470-n|Woman=
13	.	.	.	.	_	5	punct	_	Fp|?|?
