sentence A = There is no dog running up a grassy hill.
sentence B = A dog is running up a grassy hill.
entailm AB = A_contradicts_B.
entailm BA = B_contradicts_A.

CONCEPTS A: Entity+,Canine+,Attribute+,Increasing+,FloweringPlant+,Hill=
CONCEPTS B: Canine+,Entity+,Attribute+,Increasing+,FloweringPlant+,Hill=

CONLL A:

1	There	there	DET	EX	_	2	expl	_	EX|?|?
2	is	be	VERB	VBZ	_	0	ROOT	_	VBZ|02604760-v|Entity+
3	no	no	DET	DT	_	4	det	_	DT|?|?
4	dog	dog	NOUN	NN	_	2	nsubj	_	NN|02084071-n|Canine+
5	running	run	VERB	VBG	_	4	partmod	_	VBG|01525666-v|Attribute+
6	up	up	PRT	RP	_	5	prep	_	RP|00097011-r|Increasing+
7	a	a	DET	DT	_	9	det	_	DT|?|?
8	grassy	grassy	NOUN	NN	_	9	amod	_	JJ|00209620-a|FloweringPlant+
9	hill	hill	NOUN	NN	_	6	pobj	_	NN|09303008-n|Hill=
10	.	.	.	.	_	2	punct	_	Fp|?|?


CONLL B:

1	A	a	DET	DT	_	2	det	_	DT|?|?
2	dog	dog	NOUN	NN	_	4	nsubj	_	NN|02084071-n|Canine+
3	is	be	VERB	VBZ	_	4	aux	_	VBZ|02604760-v|Entity+
4	running	run	VERB	VBG	_	0	ROOT	_	VBG|01525666-v|Attribute+
5	up	up	PRT	RP	_	4	prt	_	RP|00097011-r|Increasing+
6	a	a	DET	DT	_	8	det	_	DT|?|?
7	grassy	grassy	NOUN	NN	_	8	amod	_	JJ|00209620-a|FloweringPlant+
8	hill	hill	NOUN	NN	_	4	dobj	_	NN|09303008-n|Hill=
9	.	.	.	.	_	4	punct	_	Fp|?|?
